"Kraj","LeagueId","MatchId","Liga","Mecz","Data","Arena","Drużyna","Zawodnik","PlayerId","Pkt","W-L","Serwisy","S_błędy","Asy","MaxSpeed_kmh","Ataki","A_błędy","A_pkt","SK%","EF%","Próby_Obr_Asek","Próby_Obrony","Udane_Obrony","Próby_Asekuracji","Udane_Asekuracje","Obr_SK%","Przyjęcia","P_błędy","Poz%","Prf","Perf%","Bloki","Wybloki","Próby_Bloku","Wystawy_Udane","Wystawy_Złe","Wystawy_Tot","Rozegranie_Bez_Bloku","Rozegranie_Pojedynczy","Rozegranie_Podwójny","Rozegranie_Potrójny","MVP_Score","PBP_Data","D1_Asek_Kiwki_Udane","D1_Asek_Kiwki_Tot","D1_Asek_Bloku_Aktywnego_Udane","D1_Asek_Bloku_Aktywnego_Tot","D1_Asek_Bloku_Pasywnego_Udane","D1_Asek_Bloku_Pasywnego_Tot","D2_Ustawienie_Blok_Udane","D2_Ustawienie_Blok_Tot","D2_Blok_Aktywny_Udane","D2_Blok_Aktywny_Nieudane","D2_Blok_Aktywny_Tot","D2_Blok_Pasywny_Udane","D2_Blok_Pasywny_Nieudane","D2_Blok_Pasywny_Tot","O1_Serwis_Max_kmh","O1_Serwis_Śr_kmh","O1_Kiwka_Udane","O1_Kiwka_Błędy","O1_Kiwka_Zablokowane_Skutecznie","O1_Kiwka_Zablokowane_Nieskutecznie","O1_Kiwka_Wyasekurowane","O1_Kiwka_Tot","O1_Atak_BlokAut_Udane","O1_Atak_BlokAut_Błędy","O1_Atak_BlokAut_Zablokowane","O1_Atak_BlokAut_Zablokowane_Nieskutecznie","O1_Atak_BlokAut_Wybronione","O1_Atak_BlokAut_Tot","O2_Atak_1Linia_Skrzydło_Udane","O2_Atak_1Linia_Skrzydło_Błędy","O2_Atak_1Linia_Skrzydło_Zablokowane","O2_Atak_1Linia_Skrzydło_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Skrzydło_Wybronione","O2_Atak_1Linia_Skrzydło_Tot","O2_Atak_1Linia_Środek_Udane","O2_Atak_1Linia_Środek_Błędy","O2_Atak_1Linia_Środek_Zablokowane","O2_Atak_1Linia_Środek_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Środek_Wybronione","O2_Atak_1Linia_Środek_Tot","O2_Atak_2Linia_Udane","O2_Atak_2Linia_Błędy","O2_Atak_2Linia_Zablokowane","O2_Atak_2Linia_Zablokowane_Nieskutecznie","O2_Atak_2Linia_Wybronione","O2_Atak_2Linia_Tot","OTH_Wystawa_Punkt","OTH_Wystawa_Atakujący_Zablokowany","OTH_Wystawa_Atakujący_Nieskutecznie_Zablokowany","OTH_Wystawa_Atakujący_Błąd","OTH_Wystawa_Atak_Obroniony","OTH_Rozegranie_Tot","Sety_Zagrane_PBP","PBP_Set1_Akcje","PBP_Set2_Akcje","PBP_Set3_Akcje","PBP_Set4_Akcje","PBP_Set5_Akcje","Is_Walkover","Walkover_MP_For","Walkover_MP_Against"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Matera Bulls","Chyłek, Mieszko","1745166","20","18","4","0","0","54.4","26","2","15","58","50","0","0","0","0","0","0","0","0","0","0","0","5","24","33","0","0","0","0","0","0","0","52","","0","0","0","0","0","0","24","33","5","1","21","0","0","3","54.4","49.7","1","0","0","1","7","9","0","0","1","0","0","1","0","0","0","0","0","0","13","0","1","0","2","16","0","0","0","0","0","0","0","0","0","0","0","0","3","16","12","1","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Matera Bulls","Usseglio, Gandolfo","1904080","8","2","19","1","0","61.3","16","5","8","50","19","17","9","6","8","5","65","0","0","0","0","0","0","35","53","0","0","0","0","0","0","0","18.1","","5","5","0","3","0","0","35","53","0","0","32","0","0","3","61.3","53.1","1","0","1","0","3","5","0","1","2","0","0","3","4","0","0","0","0","4","0","0","0","0","0","0","3","1","0","0","0","4","0","0","0","0","0","0","3","8","12","15","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Matera Bulls","Medoro, Fiorenzo","1974903","1","-2","11","1","1","65","4","1","0","0","-25","9","5","1","4","2","33","11","1","91","5","45","0","22","44","0","0","0","0","0","0","0","6.1","","2","2","0","2","0","0","22","44","0","1","21","0","0","1","65","56.2","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2","14","17","0","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Matera Bulls","Popov, Veselin","1745025","23","19","3","0","0","66","31","4","19","61","48","1","0","0","1","0","0","0","0","0","0","0","4","33","41","0","0","0","0","0","0","0","53.6","","0","1","0","0","0","0","33","41","4","1","30","0","1","3","66","55.7","4","0","1","0","6","11","1","0","1","0","0","2","0","0","0","0","0","0","14","0","2","0","2","18","0","0","0","0","0","0","0","0","0","0","0","0","2","15","19","0","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Matera Bulls","Gierczak, Karol","1975099","0","0","0","0","0","0","0","0","0","0","0","33","14","10","19","17","82","5","0","100","3","60","0","0","0","2","1","9","0","2","2","5","18","","15","16","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","2","4","9","3","6","21","14","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Matera Bulls","Di Baldo, Sisto","1974904","5","2","5","0","1","58.1","8","3","3","38","0","5","1","0","4","1","20","9","0","100","5","56","1","10","18","0","0","0","0","0","0","0","13.5","","1","2","0","2","0","0","10","18","1","0","9","0","0","1","58.1","54.7","1","0","0","0","2","3","0","0","3","0","0","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","21","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Matera Bulls","Iwaszko, Franciszek","1685675","0","0","3","0","0","61.5","0","0","0","0","0","6","0","0","6","4","67","0","0","0","0","0","0","4","16","15","6","30","5","8","11","6","1.6","","4","5","0","1","0","0","4","16","0","0","4","0","0","0","61.5","53.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","6","1","0","8","30","1","0","0","26","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Matera Bulls","Pederboni, Baldassarre","2003731","2","0","3","1","0","57.3","2","1","1","50","0","2","0","0","2","0","0","0","0","0","0","0","1","12","16","0","0","0","0","0","0","0","2.5","","0","2","0","0","0","0","12","16","1","1","10","0","0","2","57.3","50.5","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","6","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Matera Bulls","Bellavista, Michelangelo","2003615","2","1","2","0","0","59.6","3","1","2","67","33","2","1","0","1","0","0","0","0","0","0","0","0","10","14","0","0","0","0","0","0","0","2.5","","0","1","0","0","0","0","10","14","0","0","9","0","0","1","59.6","55.7","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Chelsea Headhunters","Poggi, Salvatore","1865443","1","1","7","0","0","66.2","2","0","0","0","0","18","11","2","7","5","39","0","0","0","0","0","1","20","45","30","10","97","10","26","38","23","6.6","","4","4","0","2","1","1","20","45","1","0","17","0","0","3","66.2","60.2","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","10","5","5","47","97","3","31","33","30","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Chelsea Headhunters","Poli, Tommaso","2003148","2","0","5","0","0","65","6","2","1","17","-17","12","5","1","7","7","67","3","0","100","0","0","1","16","30","0","0","0","0","0","0","0","6.8","","5","5","1","1","1","1","16","30","1","0","15","0","0","1","65","54.8","1","1","0","0","2","4","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","8","10","1","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Chelsea Headhunters","Olczyk, Maksymilian","1929529","6","1","3","0","0","60.5","22","5","6","27","5","2","1","0","1","0","0","0","0","0","0","0","0","13","26","0","0","0","0","0","0","0","5.5","","0","1","0","0","0","0","13","26","0","0","12","0","0","1","60.5","57.2","0","0","0","0","6","6","0","0","1","0","2","3","0","0","0","0","0","0","6","1","3","0","3","13","0","0","0","0","0","0","0","0","0","0","0","0","2","13","8","0","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Chelsea Headhunters","Giannotti, Ottavio","2003150","3","1","5","0","0","78.4","6","2","3","50","17","10","5","1","5","2","30","0","0","0","0","0","0","16","28","0","0","0","0","0","0","0","4.6","","1","2","1","3","0","0","16","28","0","0","16","0","0","0","78.4","62.1","3","1","1","0","0","5","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","11","6","0","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Chelsea Headhunters","Chiappi, Donatello","2003147","3","2","7","0","0","65.6","4","0","2","50","50","16","8","2","8","5","44","42","1","98","11","26","1","23","41","0","0","0","0","0","0","0","29.4","","3","5","1","2","1","1","23","41","0","0","22","1","0","1","65.6","54.9","0","0","0","0","2","2","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","25","29","1","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Chelsea Headhunters","Szczepaniak, Jerzy","1948911","9","6","4","0","0","75.8","22","3","6","27","14","1","0","0","1","0","0","0","0","0","0","0","3","17","26","0","0","0","0","0","0","0","19.3","","0","0","0","1","0","0","17","26","2","0","16","1","0","1","75.8","57.9","1","0","0","0","6","7","0","1","0","3","1","5","0","0","0","0","0","0","2","0","2","0","6","10","0","0","0","0","0","0","0","0","0","0","0","0","2","13","9","0","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Chelsea Headhunters","Ülgen, Arsun","1950608","0","0","0","0","0","0","0","0","0","0","0","22","10","2","12","7","41","5","0","100","3","60","0","0","0","0","0","6","0","1","3","2","7.6","","7","10","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","3","7","11","7","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Chelsea Headhunters","Giovanardi, Astolfo","2087988","1","1","5","0","0","75","5","0","0","0","0","6","4","1","2","1","33","0","0","0","0","0","1","19","32","0","0","0","0","0","0","0","4.2","","1","1","0","1","0","0","19","32","1","0","18","0","0","1","75","64.1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","5","7","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Chelsea Headhunters","Kuzia, Wiesław","1975660","1","1","5","0","0","68.6","1","0","0","0","0","7","3","0","4","1","14","3","0","100","2","67","1","7","14","0","0","0","0","0","0","0","5.4","","1","4","0","0","0","0","7","14","1","0","7","0","0","0","68.6","64.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","13","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Chelsea Headhunters","Schulz, Oliver","2002807","4","2","3","1","0","82.1","3","0","3","100","100","6","2","0","4","1","17","17","1","94","7","41","1","11","20","0","0","0","0","0","0","0","15.6","","0","2","1","2","0","0","11","20","1","0","11","0","0","0","82.1","73.1","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","25","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Chelsea Headhunters","Bartczak, Jakub","1929486","10","5","3","2","0","47.4","18","3","9","50","33","1","0","0","1","0","0","0","0","0","0","0","1","24","29","0","0","0","0","0","0","0","21.1","","0","0","0","1","0","0","24","29","1","0","22","0","0","2","47.4","47.4","1","0","1","0","2","4","1","0","1","0","0","2","0","0","0","0","0","0","7","0","1","0","4","12","0","0","0","0","0","0","0","0","0","0","0","0","2","0","6","14","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Chelsea Headhunters","Slavkov, Dimitar","1950899","11","9","6","1","1","51.9","17","1","5","29","24","1","1","0","0","0","0","0","0","0","0","0","5","17","24","0","1","1","0","0","0","1","30.3","","0","0","0","0","0","0","17","24","4","2","15","1","0","2","51.9","49.3","2","0","0","0","7","9","0","0","0","2","0","2","0","0","0","0","0","0","1","1","0","0","4","6","0","0","0","0","0","0","0","1","0","0","0","1","2","0","7","15","0","0","0","0","0"
"Italy","15193","1062741","italy_15193","Giulianone Roma vs Spanamenti Volley 3:0","2026-05-17 19:00","Fratellone arena","Giulianone Roma","Yau, Tat-wah","1745091","1","0","22","1","0","62.1","1","0","1","100","100","15","11","5","4","1","40","0","0","0","0","0","0","17","33","34","7","62","19","20","12","11","5.4","","1","4","0","0","0","0","17","33","0","0","16","0","0","1","62.1","52.8","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","7","0","2","20","62","3","21","27","28","0","0","0","0","0"
"Italy","15193","1062741","italy_15193","Giulianone Roma vs Spanamenti Volley 3:0","2026-05-17 19:00","Fratellone arena","Giulianone Roma","Tugnoli, Fiorenzo","1904742","3","3","16","0","1","59.7","6","0","2","33","33","9","6","6","3","3","100","12","0","100","8","67","0","12","22","0","0","0","0","0","0","0","21","","3","3","0","0","0","0","12","22","0","0","12","0","0","0","59.7","51.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","3","0","0","0","0","0","0","1","0","0","0","2","3","0","0","0","0","0","0","2","17","18","0","0","0","0","0","0"
"Italy","15193","1062741","italy_15193","Giulianone Roma vs Spanamenti Volley 3:0","2026-05-17 19:00","Fratellone arena","Giulianone Roma","Smolarek, Tymon","1904842","30","29","6","1","0","56.6","21","0","16","76","76","1","0","0","1","1","100","0","0","0","0","0","14","42","58","0","1","1","0","1","0","0","88.6","","1","1","0","0","0","0","42","58","14","0","41","0","0","1","56.6","52.3","2","0","0","0","3","5","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","2","16","0","0","0","0","0","0","0","1","0","0","0","1","3","12","13","15","0","0","0","0","0"
"Italy","15193","1062741","italy_15193","Giulianone Roma vs Spanamenti Volley 3:0","2026-05-17 19:00","Fratellone arena","Giulianone Roma","Meunier, Gautier","1904682","9","7","11","0","0","62","10","2","6","60","40","7","5","4","2","0","57","0","0","0","0","0","3","19","36","0","0","0","0","0","0","0","21.2","","0","1","0","1","0","0","19","36","3","1","19","0","0","0","62","51.7","2","0","0","0","0","2","1","0","1","0","0","2","3","0","1","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","14","12","1","0","0","0","0","0"
"Italy","15193","1062741","italy_15193","Giulianone Roma vs Spanamenti Volley 3:0","2026-05-17 19:00","Fratellone arena","Giulianone Roma","Spensieri, Mino","1927735","5","3","3","0","0","58","3","2","0","0","-67","4","3","2","1","0","50","7","0","100","5","71","5","23","41","0","0","0","0","0","0","0","18.4","","0","0","0","1","0","0","23","41","5","0","23","0","0","0","58","50","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","11","9","0","0","0","0","0","0"
"Italy","15193","1062741","italy_15193","Giulianone Roma vs Spanamenti Volley 3:0","2026-05-17 19:00","Fratellone arena","Giulianone Roma","Caruso, Michel","1905304","11","8","8","0","1","65.1","12","3","7","58","33","3","1","0","2","0","0","0","0","0","0","0","3","19","26","0","0","0","0","0","0","0","28.1","","0","1","0","1","0","0","19","26","3","1","17","0","0","2","65.1","58.1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","6","2","1","0","2","11","0","0","0","0","0","0","0","0","0","0","0","0","2","8","14","0","0","0","0","0","0"
"Italy","15193","1062741","italy_15193","Giulianone Roma vs Spanamenti Volley 3:0","2026-05-17 19:00","Fratellone arena","Giulianone Roma","Piotrowski, Krzysztof","1928948","0","0","0","0","0","0","0","0","0","0","0","20","17","11","3","3","70","4","0","100","3","75","0","0","0","4","0","5","0","0","3","2","12.8","","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","5","3","3","8","16","0","0","0","0","0"
"Italy","15193","1062741","italy_15193","Giulianone Roma vs Spanamenti Volley 3:0","2026-05-17 19:00","Fratellone arena","Giulianone Roma","Żak, Robert","2088213","1","1","4","0","0","51.4","0","0","0","0","0","4","3","1","1","0","25","4","0","100","1","25","1","11","19","0","0","0","0","0","0","0","5.8","","0","0","0","1","0","0","11","19","1","0","10","0","0","1","51.4","46.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","11","0","0","0","0","0"
"Italy","15193","1062741","italy_15193","Giulianone Roma vs Spanamenti Volley 3:0","2026-05-17 19:00","Fratellone arena","Giulianone Roma","Minozzi, Sisto","2060687","2","1","1","0","0","56.3","4","1","2","50","25","3","1","0","2","1","33","4","0","100","3","75","0","4","11","0","0","0","0","0","0","0","5.7","","1","1","0","1","0","0","4","11","0","0","4","0","0","0","56.3","56.3","1","0","1","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","9","0","0","0","0","0"
"Italy","15193","1062741","italy_15193","Giulianone Roma vs Spanamenti Volley 3:0","2026-05-17 19:00","Fratellone arena","Giulianone Roma","Maffezzoni, Enzo","2087357","5","4","2","0","0","56","7","1","3","43","29","0","0","0","0","0","0","0","0","0","0","0","2","15","25","0","0","0","0","0","0","0","10.5","","0","0","0","0","0","0","15","25","2","0","15","0","0","0","56","54.5","2","0","0","0","2","4","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","9","0","0","0","0","0"
"Italy","15193","1062741","italy_15193","Giulianone Roma vs Spanamenti Volley 3:0","2026-05-17 19:00","Fratellone arena","Giulianone Roma","Tormettino, Gaspare","1976036","2","0","1","1","0","0","5","1","1","20","0","0","0","0","0","0","0","0","0","0","0","0","1","7","10","0","0","0","0","0","0","0","2.5","","0","0","0","0","0","0","7","10","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","3","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","0","0","0","0"
"Italy","15193","1062741","italy_15193","Giulianone Roma vs Spanamenti Volley 3:0","2026-05-17 19:00","Fratellone arena","Giulianone Roma","Moccagatta, Nicola","2088259","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
